Fecha,Equipo,Consumo_kWh,Horas_Operativas,Fallas_Detectadas
2026-10-29,Motor_Principal,436,20,0
2026-10-29,Compresor_A,316,19,0
2026-10-29,Bomba_Agua,136,21,0
2026-10-29,Ventilador_Norte,107,24,0
2026-10-29,Generador_Respaldo,99,6,0
2026-10-29,Banda_Transportadora,212,15,0
2026-10-30,Motor_Principal,396,21,0
2026-10-30,Compresor_A,325,17,0
2026-10-30,Bomba_Agua,161,21,0
2026-10-30,Ventilador_Norte,114,20,0
2026-10-30,Generador_Respaldo,93,2,0
2026-10-30,Banda_Transportadora,200,16,0
2026-10-31,Motor_Principal,448,23,0
2026-10-31,Compresor_A,331,15,0
2026-10-31,Bomba_Agua,113,23,0
2026-10-31,Ventilador_Norte,94,24,1
2026-10-31,Generador_Respaldo,69,5,0
2026-10-31,Banda_Transportadora,173,16,0
2026-11-01,Motor_Principal,442,20,0
2026-11-01,Compresor_A,335,19,0
2026-11-01,Bomba_Agua,146,24,0
2026-11-01,Ventilador_Norte,109,24,0
2026-11-01,Generador_Respaldo,88,3,0
2026-11-01,Banda_Transportadora,189,16,0
2026-11-02,Motor_Principal,472,22,0
2026-11-02,Compresor_A,286,18,0
2026-11-02,Bomba_Agua,181,21,0
2026-11-02,Ventilador_Norte,123,24,0
2026-11-02,Generador_Respaldo,88,6,0
2026-11-02,Banda_Transportadora,188,17,0
2026-11-03,Motor_Principal,385,24,0
2026-11-03,Compresor_A,357,18,0
2026-11-03,Bomba_Agua,159,23,0
2026-11-03,Ventilador_Norte,88,24,0
2026-11-03,Generador_Respaldo,83,3,0
2026-11-03,Banda_Transportadora,206,14,0
2026-11-04,Motor_Principal,447,24,0
2026-11-04,Compresor_A,318,12,2
2026-11-04,Bomba_Agua,159,22,0
2026-11-04,Ventilador_Norte,112,24,0
2026-11-04,Generador_Respaldo,79,8,1
2026-11-04,Banda_Transportadora,234,19,0
2026-11-05,Motor_Principal,432,21,0
2026-11-05,Compresor_A,322,17,0
2026-11-05,Bomba_Agua,127,21,0
2026-11-05,Ventilador_Norte,104,24,0
2026-11-05,Generador_Respaldo,83,4,2
2026-11-05,Banda_Transportadora,199,13,0
2026-11-06,Motor_Principal,496,23,0
2026-11-06,Compresor_A,353,18,0
2026-11-06,Bomba_Agua,131,24,0
2026-11-06,Ventilador_Norte,119,21,0
2026-11-06,Generador_Respaldo,85,3,0
2026-11-06,Banda_Transportadora,200,19,0
2026-11-07,Motor_Principal,502,21,0
2026-11-07,Compresor_A,315,17,0
2026-11-07,Bomba_Agua,160,20,0
2026-11-07,Ventilador_Norte,90,24,0
2026-11-07,Generador_Respaldo,76,3,0
2026-11-07,Banda_Transportadora,200,16,0
2026-11-08,Motor_Principal,456,20,0
2026-11-08,Compresor_A,365,20,0
2026-11-08,Bomba_Agua,177,24,0
2026-11-08,Ventilador_Norte,94,23,0
2026-11-08,Generador_Respaldo,92,0,0
2026-11-08,Banda_Transportadora,209,14,0
2026-11-09,Motor_Principal,463,22,3
2026-11-09,Compresor_A,307,20,0
2026-11-09,Bomba_Agua,137,22,0
2026-11-09,Ventilador_Norte,103,24,0
2026-11-09,Generador_Respaldo,85,2,0
2026-11-09,Banda_Transportadora,219,18,0
2026-11-10,Motor_Principal,416,23,0
2026-11-10,Compresor_A,369,19,0
2026-11-10,Bomba_Agua,168,24,0
2026-11-10,Ventilador_Norte,103,23,0
2026-11-10,Generador_Respaldo,84,2,0
2026-11-10,Banda_Transportadora,194,15,0
2026-11-11,Motor_Principal,461,21,0
2026-11-11,Compresor_A,352,16,0
2026-11-11,Bomba_Agua,116,23,0
2026-11-11,Ventilador_Norte,108,23,0
2026-11-11,Generador_Respaldo,86,2,0
2026-11-11,Banda_Transportadora,185,15,0
2026-11-12,Motor_Principal,482,19,0
2026-11-12,Compresor_A,270,18,0
2026-11-12,Bomba_Agua,177,19,0
2026-11-12,Ventilador_Norte,118,20,0
2026-11-12,Generador_Respaldo,89,5,0
2026-11-12,Banda_Transportadora,230,19,0
2026-11-13,Motor_Principal,368,24,0
2026-11-13,Compresor_A,288,16,2
2026-11-13,Bomba_Agua,165,23,0
2026-11-13,Ventilador_Norte,103,24,0
2026-11-13,Generador_Respaldo,88,2,0
2026-11-13,Banda_Transportadora,176,14,0
2026-11-14,Motor_Principal,485,23,0
2026-11-14,Compresor_A,322,20,0
2026-11-14,Bomba_Agua,149,23,0
2026-11-14,Ventilador_Norte,104,24,0
2026-11-14,Generador_Respaldo,76,2,0
2026-11-14,Banda_Transportadora,210,15,0
2026-11-15,Motor_Principal,430,24,0
2026-11-15,Compresor_A,299,20,0
2026-11-15,Bomba_Agua,150,22,0
2026-11-15,Ventilador_Norte,100,24,0
2026-11-15,Generador_Respaldo,76,5,0
2026-11-15,Banda_Transportadora,247,14,0
2026-11-16,Motor_Principal,475,23,0
2026-11-16,Compresor_A,318,17,0
2026-11-16,Bomba_Agua,137,24,0
2026-11-16,Ventilador_Norte,119,24,0
2026-11-16,Generador_Respaldo,88,4,0
2026-11-16,Banda_Transportadora,209,17,0
2026-11-17,Motor_Principal,469,23,0
2026-11-17,Compresor_A,315,16,0
2026-11-17,Bomba_Agua,122,24,0
2026-11-17,Ventilador_Norte,138,24,0
2026-11-17,Generador_Respaldo,91,7,0
2026-11-17,Banda_Transportadora,232,16,0
2026-11-18,Motor_Principal,397,21,0
2026-11-18,Compresor_A,265,17,0
2026-11-18,Bomba_Agua,153,22,0
2026-11-18,Ventilador_Norte,108,24,0
2026-11-18,Generador_Respaldo,84,6,0
2026-11-18,Banda_Transportadora,206,16,0
2026-11-19,Motor_Principal,493,23,0
2026-11-19,Compresor_A,293,11,0
2026-11-19,Bomba_Agua,161,24,0
2026-11-19,Ventilador_Norte,125,23,0
2026-11-19,Generador_Respaldo,84,5,0
2026-11-19,Banda_Transportadora,216,14,0
2026-11-20,Motor_Principal,387,19,0
2026-11-20,Compresor_A,362,15,3
2026-11-20,Bomba_Agua,144,24,0
2026-11-20,Ventilador_Norte,112,24,0
2026-11-20,Generador_Respaldo,91,3,0
2026-11-20,Banda_Transportadora,176,16,0
2026-11-21,Motor_Principal,464,21,0
2026-11-21,Compresor_A,320,21,0
2026-11-21,Bomba_Agua,167,24,0
2026-11-21,Ventilador_Norte,118,22,0
2026-11-21,Generador_Respaldo,87,5,0
2026-11-21,Banda_Transportadora,224,13,0
2026-11-22,Motor_Principal,437,24,0
2026-11-22,Compresor_A,330,16,0
2026-11-22,Bomba_Agua,155,24,0
2026-11-22,Ventilador_Norte,109,23,0
2026-11-22,Generador_Respaldo,80,1,0
2026-11-22,Banda_Transportadora,229,13,0
2026-11-23,Motor_Principal,444,20,0
2026-11-23,Compresor_A,282,17,0
2026-11-23,Bomba_Agua,150,24,0
2026-11-23,Ventilador_Norte,114,24,0
2026-11-23,Generador_Respaldo,86,1,0
2026-11-23,Banda_Transportadora,212,14,0
2026-11-24,Motor_Principal,507,23,0
2026-11-24,Compresor_A,298,15,3
2026-11-24,Bomba_Agua,175,24,0
2026-11-24,Ventilador_Norte,110,22,0
2026-11-24,Generador_Respaldo,94,5,0
2026-11-24,Banda_Transportadora,220,16,0
2026-11-25,Motor_Principal,472,21,2
2026-11-25,Compresor_A,316,19,0
2026-11-25,Bomba_Agua,142,24,0
2026-11-25,Ventilador_Norte,114,21,0
2026-11-25,Generador_Respaldo,89,3,0
2026-11-25,Banda_Transportadora,200,13,0
2026-11-26,Motor_Principal,485,24,0
2026-11-26,Compresor_A,303,16,0
2026-11-26,Bomba_Agua,154,24,0
2026-11-26,Ventilador_Norte,92,23,0
2026-11-26,Generador_Respaldo,79,3,0
2026-11-26,Banda_Transportadora,203,18,0
2026-11-27,Motor_Principal,452,19,3
2026-11-27,Compresor_A,344,20,0
2026-11-27,Bomba_Agua,148,23,0
2026-11-27,Ventilador_Norte,119,21,0
2026-11-27,Generador_Respaldo,89,4,0
2026-11-27,Banda_Transportadora,215,12,0
2026-11-28,Motor_Principal,338,16,0
2026-11-28,Compresor_A,341,16,0
2026-11-28,Bomba_Agua,169,23,0
2026-11-28,Ventilador_Norte,117,24,0
2026-11-28,Generador_Respaldo,84,7,0
2026-11-28,Banda_Transportadora,215,14,0
2026-11-29,Motor_Principal,426,23,0
2026-11-29,Compresor_A,298,21,0
2026-11-29,Bomba_Agua,148,24,0
2026-11-29,Ventilador_Norte,111,20,0
2026-11-29,Generador_Respaldo,75,4,0
2026-11-29,Banda_Transportadora,209,17,0
2026-11-30,Motor_Principal,446,21,0
2026-11-30,Compresor_A,297,19,0
2026-11-30,Bomba_Agua,157,17,0
2026-11-30,Ventilador_Norte,124,24,0
2026-11-30,Generador_Respaldo,77,1,0
2026-11-30,Banda_Transportadora,186,15,0
2026-12-01,Motor_Principal,479,21,0
2026-12-01,Compresor_A,350,18,0
2026-12-01,Bomba_Agua,163,24,0
2026-12-01,Ventilador_Norte,100,24,0
2026-12-01,Generador_Respaldo,66,4,0
2026-12-01,Banda_Transportadora,215,15,0
2026-12-02,Motor_Principal,442,19,0
2026-12-02,Compresor_A,322,16,0
2026-12-02,Bomba_Agua,175,22,0
2026-12-02,Ventilador_Norte,109,22,0
2026-12-02,Generador_Respaldo,79,1,0
2026-12-02,Banda_Transportadora,238,16,0
2026-12-03,Motor_Principal,446,21,1
2026-12-03,Compresor_A,271,20,3
2026-12-03,Bomba_Agua,152,22,0
2026-12-03,Ventilador_Norte,113,24,0
2026-12-03,Generador_Respaldo,86,3,3
2026-12-03,Banda_Transportadora,254,15,0
2026-12-04,Motor_Principal,430,24,0
2026-12-04,Compresor_A,329,16,0
2026-12-04,Bomba_Agua,150,22,0
2026-12-04,Ventilador_Norte,99,20,0
2026-12-04,Generador_Respaldo,79,5,0
2026-12-04,Banda_Transportadora,203,17,0
2026-12-05,Motor_Principal,432,20,0
2026-12-05,Compresor_A,377,16,0
2026-12-05,Bomba_Agua,148,22,0
2026-12-05,Ventilador_Norte,113,21,0
2026-12-05,Generador_Respaldo,71,3,0
2026-12-05,Banda_Transportadora,207,15,0
2026-12-06,Motor_Principal,503,22,0
2026-12-06,Compresor_A,352,19,0
2026-12-06,Bomba_Agua,149,20,0
2026-12-06,Ventilador_Norte,121,23,0
2026-12-06,Generador_Respaldo,105,3,0
2026-12-06,Banda_Transportadora,203,16,0
2026-12-07,Motor_Principal,577,18,0
2026-12-07,Compresor_A,306,21,0
2026-12-07,Bomba_Agua,158,23,0
2026-12-07,Ventilador_Norte,114,24,0
2026-12-07,Generador_Respaldo,90,6,0
2026-12-07,Banda_Transportadora,204,16,0
2026-12-08,Motor_Principal,418,20,0
2026-12-08,Compresor_A,288,20,0
2026-12-08,Bomba_Agua,151,23,0
2026-12-08,Ventilador_Norte,112,24,0
2026-12-08,Generador_Respaldo,82,3,0
2026-12-08,Banda_Transportadora,242,19,0
2026-12-09,Motor_Principal,472,20,0
2026-12-09,Compresor_A,332,15,3
2026-12-09,Bomba_Agua,149,21,0
2026-12-09,Ventilador_Norte,105,21,0
2026-12-09,Generador_Respaldo,81,4,0
2026-12-09,Banda_Transportadora,224,14,0
2026-12-10,Motor_Principal,425,18,0
2026-12-10,Compresor_A,347,14,0
2026-12-10,Bomba_Agua,157,22,0
2026-12-10,Ventilador_Norte,103,23,0
2026-12-10,Generador_Respaldo,75,1,0
2026-12-10,Banda_Transportadora,203,15,0
2026-12-11,Motor_Principal,451,19,0
2026-12-11,Compresor_A,351,16,2
2026-12-11,Bomba_Agua,153,19,0
2026-12-11,Ventilador_Norte,103,24,0
2026-12-11,Generador_Respaldo,97,3,0
2026-12-11,Banda_Transportadora,227,19,0
2026-12-12,Motor_Principal,462,19,0
2026-12-12,Compresor_A,304,18,1
2026-12-12,Bomba_Agua,142,20,0
2026-12-12,Ventilador_Norte,93,24,0
2026-12-12,Generador_Respaldo,82,1,0
2026-12-12,Banda_Transportadora,195,17,0
2026-12-13,Motor_Principal,575,21,0
2026-12-13,Compresor_A,309,18,0
2026-12-13,Bomba_Agua,145,20,0
2026-12-13,Ventilador_Norte,134,23,0
2026-12-13,Generador_Respaldo,84,7,0
2026-12-13,Banda_Transportadora,172,17,0
2026-12-14,Motor_Principal,413,17,0
2026-12-14,Compresor_A,335,16,0
2026-12-14,Bomba_Agua,155,22,0
2026-12-14,Ventilador_Norte,118,23,0
2026-12-14,Generador_Respaldo,91,3,0
2026-12-14,Banda_Transportadora,219,14,0
2026-12-15,Motor_Principal,462,22,0
2026-12-15,Compresor_A,303,16,0
2026-12-15,Bomba_Agua,173,23,0
2026-12-15,Ventilador_Norte,124,24,0
2026-12-15,Generador_Respaldo,74,2,3
2026-12-15,Banda_Transportadora,212,15,1
2026-12-16,Motor_Principal,423,17,0
2026-12-16,Compresor_A,344,17,0
2026-12-16,Bomba_Agua,146,21,0
2026-12-16,Ventilador_Norte,104,24,0
2026-12-16,Generador_Respaldo,79,4,0
2026-12-16,Banda_Transportadora,217,16,0
2026-12-17,Motor_Principal,505,22,0
2026-12-17,Compresor_A,350,19,0
2026-12-17,Bomba_Agua,141,22,0
2026-12-17,Ventilador_Norte,108,21,0
2026-12-17,Generador_Respaldo,93,2,0
2026-12-17,Banda_Transportadora,191,19,0
2026-12-18,Motor_Principal,406,22,0
2026-12-18,Compresor_A,345,17,0
2026-12-18,Bomba_Agua,142,23,0
2026-12-18,Ventilador_Norte,119,24,0
2026-12-18,Generador_Respaldo,77,7,0
2026-12-18,Banda_Transportadora,177,13,0
2026-12-19,Motor_Principal,499,23,3
2026-12-19,Compresor_A,317,18,2
2026-12-19,Bomba_Agua,115,21,0
2026-12-19,Ventilador_Norte,100,22,0
2026-12-19,Generador_Respaldo,82,0,0
2026-12-19,Banda_Transportadora,225,14,0
2026-12-20,Motor_Principal,435,23,0
2026-12-20,Compresor_A,310,19,0
2026-12-20,Bomba_Agua,127,23,0
2026-12-20,Ventilador_Norte,114,23,0
2026-12-20,Generador_Respaldo,73,11,0
2026-12-20,Banda_Transportadora,221,16,0
2026-12-21,Motor_Principal,396,22,0
2026-12-21,Compresor_A,308,17,0
2026-12-21,Bomba_Agua,126,21,0
2026-12-21,Ventilador_Norte,92,20,0
2026-12-21,Generador_Respaldo,86,5,0
2026-12-21,Banda_Transportadora,204,14,0
2026-12-22,Motor_Principal,416,20,0
2026-12-22,Compresor_A,379,17,0
2026-12-22,Bomba_Agua,164,22,0
2026-12-22,Ventilador_Norte,120,24,0
2026-12-22,Generador_Respaldo,78,4,0
2026-12-22,Banda_Transportadora,202,12,0
2026-12-23,Motor_Principal,473,20,0
2026-12-23,Compresor_A,317,15,2
2026-12-23,Bomba_Agua,108,23,0
2026-12-23,Ventilador_Norte,136,22,0
2026-12-23,Generador_Respaldo,101,4,0
2026-12-23,Banda_Transportadora,223,17,0
2026-12-24,Motor_Principal,522,24,0
2026-12-24,Compresor_A,361,17,0
2026-12-24,Bomba_Agua,116,22,0
2026-12-24,Ventilador_Norte,119,24,0
2026-12-24,Generador_Respaldo,87,2,0
2026-12-24,Banda_Transportadora,215,16,0
2026-12-25,Motor_Principal,381,19,0
2026-12-25,Compresor_A,321,19,0
2026-12-25,Bomba_Agua,131,24,0
2026-12-25,Ventilador_Norte,103,22,0
2026-12-25,Generador_Respaldo,77,5,0
2026-12-25,Banda_Transportadora,200,16,0
2026-12-26,Motor_Principal,467,23,0
2026-12-26,Compresor_A,322,18,0
2026-12-26,Bomba_Agua,151,24,0
2026-12-26,Ventilador_Norte,120,24,0
2026-12-26,Generador_Respaldo,74,5,0
2026-12-26,Banda_Transportadora,220,14,2
2026-12-27,Motor_Principal,487,18,0
2026-12-27,Compresor_A,326,19,0
2026-12-27,Bomba_Agua,166,22,0
2026-12-27,Ventilador_Norte,85,24,0
2026-12-27,Generador_Respaldo,88,0,1
2026-12-27,Banda_Transportadora,216,14,0
2026-12-28,Motor_Principal,440,18,0
2026-12-28,Compresor_A,280,19,0
2026-12-28,Bomba_Agua,174,23,0
2026-12-28,Ventilador_Norte,121,22,0
2026-12-28,Generador_Respaldo,76,2,0
2026-12-28,Banda_Transportadora,227,16,0
2026-12-29,Motor_Principal,348,23,0
2026-12-29,Compresor_A,353,16,0
2026-12-29,Bomba_Agua,146,22,0
2026-12-29,Ventilador_Norte,105,21,0
2026-12-29,Generador_Respaldo,95,2,0
2026-12-29,Banda_Transportadora,230,17,0
2026-12-30,Motor_Principal,469,24,0
2026-12-30,Compresor_A,292,13,3
2026-12-30,Bomba_Agua,158,21,0
2026-12-30,Ventilador_Norte,108,23,0
2026-12-30,Generador_Respaldo,66,1,0
2026-12-30,Banda_Transportadora,192,15,0
2026-12-31,Motor_Principal,435,21,0
2026-12-31,Compresor_A,240,19,0
2026-12-31,Bomba_Agua,147,24,0
2026-12-31,Ventilador_Norte,112,24,0
2026-12-31,Generador_Respaldo,95,1,0
2026-12-31,Banda_Transportadora,206,17,0
2027-01-01,Motor_Principal,471,24,0
2027-01-01,Compresor_A,328,18,0
2027-01-01,Bomba_Agua,154,22,0
2027-01-01,Ventilador_Norte,106,19,0
2027-01-01,Generador_Respaldo,87,4,0
2027-01-01,Banda_Transportadora,196,12,0
2027-01-02,Motor_Principal,442,19,0
2027-01-02,Compresor_A,332,16,0
2027-01-02,Bomba_Agua,146,22,0
2027-01-02,Ventilador_Norte,116,24,0
2027-01-02,Generador_Respaldo,66,1,0
2027-01-02,Banda_Transportadora,205,15,0
2027-01-03,Motor_Principal,521,19,0
2027-01-03,Compresor_A,315,19,0
2027-01-03,Bomba_Agua,145,23,0
2027-01-03,Ventilador_Norte,106,24,0
2027-01-03,Generador_Respaldo,86,3,0
2027-01-03,Banda_Transportadora,259,12,0
2027-01-04,Motor_Principal,357,19,3
2027-01-04,Compresor_A,265,20,0
2027-01-04,Bomba_Agua,166,21,0
2027-01-04,Ventilador_Norte,91,24,0
2027-01-04,Generador_Respaldo,66,5,0
2027-01-04,Banda_Transportadora,200,15,0
2027-01-05,Motor_Principal,498,23,0
2027-01-05,Compresor_A,330,17,0
2027-01-05,Bomba_Agua,149,22,0
2027-01-05,Ventilador_Norte,121,24,0
2027-01-05,Generador_Respaldo,78,1,0
2027-01-05,Banda_Transportadora,205,10,1
2027-01-06,Motor_Principal,487,20,0
2027-01-06,Compresor_A,310,14,0
2027-01-06,Bomba_Agua,147,24,0
2027-01-06,Ventilador_Norte,110,22,0
2027-01-06,Generador_Respaldo,70,4,0
2027-01-06,Banda_Transportadora,207,15,1
2027-01-07,Motor_Principal,412,20,0
2027-01-07,Compresor_A,314,20,0
2027-01-07,Bomba_Agua,154,24,0
2027-01-07,Ventilador_Norte,100,22,0
2027-01-07,Generador_Respaldo,101,5,0
2027-01-07,Banda_Transportadora,224,17,0
2027-01-08,Motor_Principal,422,21,0
2027-01-08,Compresor_A,283,16,0
2027-01-08,Bomba_Agua,137,23,0
2027-01-08,Ventilador_Norte,108,24,0
2027-01-08,Generador_Respaldo,78,4,0
2027-01-08,Banda_Transportadora,174,18,0
2027-01-09,Motor_Principal,467,23,0
2027-01-09,Compresor_A,287,20,3
2027-01-09,Bomba_Agua,144,21,0
2027-01-09,Ventilador_Norte,105,22,0
2027-01-09,Generador_Respaldo,77,5,0
2027-01-09,Banda_Transportadora,194,15,0
2027-01-10,Motor_Principal,455,22,0
2027-01-10,Compresor_A,293,16,0
2027-01-10,Bomba_Agua,174,24,0
2027-01-10,Ventilador_Norte,121,22,0
2027-01-10,Generador_Respaldo,87,2,0
2027-01-10,Banda_Transportadora,199,16,0
2027-01-11,Motor_Principal,451,23,0
2027-01-11,Compresor_A,282,21,0
2027-01-11,Bomba_Agua,137,22,0
2027-01-11,Ventilador_Norte,99,24,0
2027-01-11,Generador_Respaldo,88,4,0
2027-01-11,Banda_Transportadora,200,16,0
2027-01-12,Motor_Principal,411,24,0
2027-01-12,Compresor_A,336,16,0
2027-01-12,Bomba_Agua,145,21,0
2027-01-12,Ventilador_Norte,114,24,0
2027-01-12,Generador_Respaldo,88,1,0
2027-01-12,Banda_Transportadora,229,16,0
2027-01-13,Motor_Principal,353,21,0
2027-01-13,Compresor_A,310,18,0
2027-01-13,Bomba_Agua,148,22,0
2027-01-13,Ventilador_Norte,141,23,0
2027-01-13,Generador_Respaldo,83,3,3
2027-01-13,Banda_Transportadora,192,20,0
2027-01-14,Motor_Principal,522,22,0
2027-01-14,Compresor_A,339,18,0
2027-01-14,Bomba_Agua,177,22,0
2027-01-14,Ventilador_Norte,114,23,0
2027-01-14,Generador_Respaldo,90,4,0
2027-01-14,Banda_Transportadora,229,16,0
2027-01-15,Motor_Principal,537,21,0
2027-01-15,Compresor_A,321,20,0
2027-01-15,Bomba_Agua,167,23,0
2027-01-15,Ventilador_Norte,98,23,0
2027-01-15,Generador_Respaldo,90,3,0
2027-01-15,Banda_Transportadora,197,17,0
2027-01-16,Motor_Principal,485,20,0
2027-01-16,Compresor_A,354,15,0
2027-01-16,Bomba_Agua,133,21,0
2027-01-16,Ventilador_Norte,118,19,0
2027-01-16,Generador_Respaldo,84,3,1
2027-01-16,Banda_Transportadora,215,21,0
2027-01-17,Motor_Principal,468,21,1
2027-01-17,Compresor_A,307,20,0
2027-01-17,Bomba_Agua,144,20,0
2027-01-17,Ventilador_Norte,106,24,0
2027-01-17,Generador_Respaldo,86,0,1
2027-01-17,Banda_Transportadora,224,12,0
2027-01-18,Motor_Principal,489,20,2
2027-01-18,Compresor_A,333,19,0
2027-01-18,Bomba_Agua,154,24,0
2027-01-18,Ventilador_Norte,102,24,0
2027-01-18,Generador_Respaldo,98,2,2
2027-01-18,Banda_Transportadora,194,14,3
2027-01-19,Motor_Principal,446,22,0
2027-01-19,Compresor_A,310,17,0
2027-01-19,Bomba_Agua,140,24,0
2027-01-19,Ventilador_Norte,90,24,0
2027-01-19,Generador_Respaldo,83,2,0
2027-01-19,Banda_Transportadora,206,14,0
2027-01-20,Motor_Principal,413,19,0
2027-01-20,Compresor_A,306,17,0
2027-01-20,Bomba_Agua,156,21,0
2027-01-20,Ventilador_Norte,107,24,0
2027-01-20,Generador_Respaldo,88,2,0
2027-01-20,Banda_Transportadora,161,15,0
2027-01-21,Motor_Principal,443,21,0
2027-01-21,Compresor_A,323,14,1
2027-01-21,Bomba_Agua,155,24,0
2027-01-21,Ventilador_Norte,107,22,0
2027-01-21,Generador_Respaldo,86,5,0
2027-01-21,Banda_Transportadora,218,16,2
2027-01-22,Motor_Principal,491,22,0
2027-01-22,Compresor_A,258,17,0
2027-01-22,Bomba_Agua,149,22,0
2027-01-22,Ventilador_Norte,111,24,0
2027-01-22,Generador_Respaldo,74,6,0
2027-01-22,Banda_Transportadora,205,16,3
2027-01-23,Motor_Principal,447,23,0
2027-01-23,Compresor_A,274,20,0
2027-01-23,Bomba_Agua,181,22,0
2027-01-23,Ventilador_Norte,89,24,0
2027-01-23,Generador_Respaldo,96,2,0
2027-01-23,Banda_Transportadora,213,13,0
2027-01-24,Motor_Principal,446,18,0
2027-01-24,Compresor_A,270,16,0
2027-01-24,Bomba_Agua,188,24,0
2027-01-24,Ventilador_Norte,105,24,0
2027-01-24,Generador_Respaldo,72,8,0
2027-01-24,Banda_Transportadora,182,16,1
2027-01-25,Motor_Principal,443,22,0
2027-01-25,Compresor_A,304,19,0
2027-01-25,Bomba_Agua,152,24,0
2027-01-25,Ventilador_Norte,127,24,0
2027-01-25,Generador_Respaldo,89,6,0
2027-01-25,Banda_Transportadora,219,15,0
2027-01-26,Motor_Principal,493,24,0
2027-01-26,Compresor_A,295,16,2
2027-01-26,Bomba_Agua,184,24,0
2027-01-26,Ventilador_Norte,98,24,0
2027-01-26,Generador_Respaldo,83,2,0
2027-01-26,Banda_Transportadora,196,15,0
2027-01-27,Motor_Principal,433,23,0
2027-01-27,Compresor_A,330,16,0
2027-01-27,Bomba_Agua,148,23,0
2027-01-27,Ventilador_Norte,113,23,0
2027-01-27,Generador_Respaldo,82,6,0
2027-01-27,Banda_Transportadora,202,18,0
2027-01-28,Motor_Principal,388,24,0
2027-01-28,Compresor_A,293,18,0
2027-01-28,Bomba_Agua,177,22,0
2027-01-28,Ventilador_Norte,107,24,0
2027-01-28,Generador_Respaldo,85,5,1
2027-01-28,Banda_Transportadora,173,12,0
2027-01-29,Motor_Principal,371,23,0
2027-01-29,Compresor_A,363,20,0
2027-01-29,Bomba_Agua,128,24,0
2027-01-29,Ventilador_Norte,111,24,0
2027-01-29,Generador_Respaldo,72,5,0
2027-01-29,Banda_Transportadora,186,17,0
2027-01-30,Motor_Principal,434,20,0
2027-01-30,Compresor_A,334,20,0
2027-01-30,Bomba_Agua,151,23,0
2027-01-30,Ventilador_Norte,96,23,0
2027-01-30,Generador_Respaldo,83,3,0
2027-01-30,Banda_Transportadora,213,19,0
2027-01-31,Motor_Principal,476,23,0
2027-01-31,Compresor_A,327,16,0
2027-01-31,Bomba_Agua,127,24,0
2027-01-31,Ventilador_Norte,114,19,0
2027-01-31,Generador_Respaldo,81,1,0
2027-01-31,Banda_Transportadora,226,16,0
2027-02-01,Motor_Principal,398,23,2
2027-02-01,Compresor_A,320,17,3
2027-02-01,Bomba_Agua,171,24,0
2027-02-01,Ventilador_Norte,120,22,0
2027-02-01,Generador_Respaldo,84,4,0
2027-02-01,Banda_Transportadora,218,14,0
2027-02-02,Motor_Principal,415,19,0
2027-02-02,Compresor_A,370,15,0
2027-02-02,Bomba_Agua,143,24,0
2027-02-02,Ventilador_Norte,99,24,0
2027-02-02,Generador_Respaldo,70,5,1
2027-02-02,Banda_Transportadora,177,15,0
2027-02-03,Motor_Principal,449,24,0
2027-02-03,Compresor_A,356,16,0
2027-02-03,Bomba_Agua,155,24,0
2027-02-03,Ventilador_Norte,114,21,0
2027-02-03,Generador_Respaldo,81,4,0
2027-02-03,Banda_Transportadora,224,12,0
2027-02-04,Motor_Principal,491,21,0
2027-02-04,Compresor_A,334,19,1
2027-02-04,Bomba_Agua,138,20,0
2027-02-04,Ventilador_Norte,101,23,0
2027-02-04,Generador_Respaldo,83,4,3
2027-02-04,Banda_Transportadora,249,13,0
2027-02-05,Motor_Principal,485,24,0
2027-02-05,Compresor_A,337,14,0
2027-02-05,Bomba_Agua,158,23,0
2027-02-05,Ventilador_Norte,116,23,0
2027-02-05,Generador_Respaldo,87,5,0
2027-02-05,Banda_Transportadora,216,18,0
2027-02-06,Motor_Principal,499,22,0
2027-02-06,Compresor_A,306,20,0
2027-02-06,Bomba_Agua,141,24,0
2027-02-06,Ventilador_Norte,100,21,0
2027-02-06,Generador_Respaldo,103,3,0
2027-02-06,Banda_Transportadora,204,16,0
2027-02-07,Motor_Principal,482,24,0
2027-02-07,Compresor_A,321,19,0
2027-02-07,Bomba_Agua,162,23,0
2027-02-07,Ventilador_Norte,108,23,0
2027-02-07,Generador_Respaldo,92,7,0
2027-02-07,Banda_Transportadora,178,16,0
2027-02-08,Motor_Principal,453,21,0
2027-02-08,Compresor_A,287,17,0
2027-02-08,Bomba_Agua,144,22,0
2027-02-08,Ventilador_Norte,122,22,0
2027-02-08,Generador_Respaldo,84,4,0
2027-02-08,Banda_Transportadora,222,19,0
2027-02-09,Motor_Principal,440,19,0
2027-02-09,Compresor_A,307,18,0
2027-02-09,Bomba_Agua,120,23,0
2027-02-09,Ventilador_Norte,117,23,0
2027-02-09,Generador_Respaldo,103,3,0
2027-02-09,Banda_Transportadora,211,17,0
2027-02-10,Motor_Principal,519,20,0
2027-02-10,Compresor_A,305,20,2
2027-02-10,Bomba_Agua,166,24,0
2027-02-10,Ventilador_Norte,118,24,0
2027-02-10,Generador_Respaldo,93,6,0
2027-02-10,Banda_Transportadora,232,18,0
2027-02-11,Motor_Principal,541,22,0
2027-02-11,Compresor_A,314,20,0
2027-02-11,Bomba_Agua,149,22,0
2027-02-11,Ventilador_Norte,125,22,0
